SFID,INN Code,Initiative Type,Initiative Name,Initiative Task Name,Data Marker,Data Type,Task Field Name,Task Field Value,Temporarily Suppress Comms*
a3hRT000001IfcSYAS,ATLCG,HotelKey PMS,ATLCG - New PMS - 2026,Ready to Order,,Picklist,Hardware Installation Vendor,No Vendor,TRUE
